,SecurityDescription,Ticker,AssetClass,Sector,Type,SharesPar,PriceBase,PriceLocal,Value,PctofPortfolio,Currency_trades,TradeData,EffectiveDate,filename,first_word_SecurityDescription,first_word_LongName,Symbol,ExchangeRate,Exchange,Ticker_to_CAD,Ticker_from_CAD,EXPIRY_DATE,STRIKE,OptPC,RATE_Q,RATE,HVOL_trades,TERM_DAYS,TERM_YEARS,SymbolYahoo,RISK_MULTIPLIER,RISK_UNITS,Country,exp_codes,parse_handle,parse_cents,OptionTicker,TickerYahoo,CADUSD=X,CADHKD=X,CADBRL=X,CADEUR=X,CADSEK=X,CADJPY=X,CADCHF=X,USD,HKD,BRL,EUR,SEK,JPY,CHF,UNDERLYING_SPOT,HVOL,Currency,PRICE_PUT,PRICE_CALL,DELTA_PUT,DELTA_CALL,DELTA,PRICE,DELTA_POS,DELTA_DOLLARS,GAMMA,GAMMA_MOVE_PCT,GAMMA_MOVE_PRICE,VaR_025,POSVaR_025,WEIGHT_RISK_POSVaR025,WEIGHT_DELTA_DOLLARS
257,Moderna Inc.,MRNA US Equity,Equity,Health Care,Sell,-484,597.92,477.34,-289364,-0.0103,USD,2021-08-10,2021-08-11,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,MODERNA,MODERNA,MRNA,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,4.7734,C,0.01,0.01,0.2,10735,29.410958904109588,MRNA,1,-484,United States,501231,00004,7734,MRNA501231C000047734,MRNA,0.795304536819458,6.1876020431518555,4.158683776855469,0.677299976348877,6.921199798583984,87.69599914550781,0.7319499850273132,1.2573800086975098,0.16155800223350525,,1.4754999876022339,0.14438599348068237,0.011396000161767006,1.3653700351715088,456.760009765625,0.6685528718662385,USD,2.8940505026887755,454.8946786705994,-0.0010643937151216414,0.9989356062848783,0.9989356062848783,454.8946786705994,-483.4848334418811,-220836.53724444518,2.1529765136175855e-06,-0.025,-11.419000244140626,-11.406845932074257,5520.91343112394,-2.226274577076886e-191,-3.88014400010078e-96
258,B3 Sa - Brasil Bolsa Balcao,B3SA3 BZ Equity,Equity,Financials,Purchase,211300,2.78,12.12,588426,0.0209,BRL,2021-10-06,2021-10-07,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,B3,B3,B3SA3.SA,5.4152,SAO,BRLCAD=X,CADBRL=X,2050-12-31,0.12119999999999999,C,0.01,0.01,0.2,10678,29.254794520547946,B3SA3.SA,1,211300,United States,501231,00000,12119999999999999,B3SA3.SA501231C0000012119999999999999,B3SA3.SA,0.7947419881820679,6.186319828033447,4.3498430252075195,0.6848999857902527,6.945899963378906,88.59600067138672,0.7377399802207947,1.258270025253296,0.16161499917507172,,1.4590100049972534,0.1439010053873062,0.011284000240266323,1.3551599979400635,12.220000267028809,0.40546307013978605,BRL,0.01057376057359106,12.109728077576518,-0.0006835805121542876,0.9993164194878457,0.9993164194878457,12.109728077576518,211155.55943778178,476495.9729491637,8.853645121269623e-05,-0.025,-0.30550000667572025,-1.6532127602776432,-349323.856246666,1.4086270868588714e-189,8.372133586139115e-96
259,B3 Sa - Brasil Bolsa Balcao,B3SA3 BZ Equity,Equity,Financials,Purchase,20700,13.2,53.66,273145,0.0097,BRL,2020-11-17,2020-11-18,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,B3,B3,B3SA3.SA,5.4152,SAO,BRLCAD=X,CADBRL=X,2050-12-31,0.5366,C,0.01,0.01,0.2,11001,30.13972602739726,B3SA3.SA,1,20700,United States,501231,00000,5366,B3SA3.SA501231C000005366,B3SA3.SA,0.7648007869720459,5.929417133331299,4.139410018920898,0.6448299884796143,6.587500095367432,79.947998046875,0.6977599859237671,1.3075300455093384,0.1686220020055771,,1.5505800247192383,0.1516920030117035,0.012504000216722488,1.4330099821090698,16.980545043945312,0.40384599932177284,BRL,0.10963739532210905,16.555197302167326,-0.003814559179905762,0.9961854408200942,0.9961854408200942,16.555197302167326,20621.03862497595,64661.78076974816,0.0003015807325438278,-0.025,-0.42451362609863286,-2.2900571988156413,-47404.18401548378,1.9115447296419824e-190,1.1361209690217659e-96
260,Etsy Inc.,ETSY US Equity,Equity,Consumer Discretionary,Purchase,2072,257.57,205.27,533705,0.0189,USD,2021-08-04,2021-08-05,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,ETSY,ETSY,ETSY,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,2.0527,C,0.01,0.01,0.2,10741,29.427397260273974,ETSY,1,2072,United States,501231,00002,0527,ETSY501231C000020527,ETSY,0.7978744506835938,6.204729080200195,4.144305229187012,0.671999990940094,6.862100124359131,86.95099639892578,0.7204999923706055,1.2533299922943115,0.16114099323749542,,1.487529993057251,0.14566299319267273,0.011494999751448631,1.3865100145339966,202.10000610351562,0.5232381438011674,USD,0.6207911268305298,200.67412891299298,-0.001193912551001193,0.9988060874489988,0.9988060874489988,200.67412891299298,2069.5262131943255,418251.2603179588,6.905069797466131e-06,-0.025,-5.052500152587891,-5.0464679093622316,-10456.281508198545,4.216431571129084e-191,7.348761842162684e-96
261,TENCENT HOLDINGS LTD,TCEHY US Equity,Equity,Communication Services,Purchase,7291,72.79,57.8,530814,0.018799999999999997,USD,2021-07-27,2021-07-28,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TENCENT,TENCENT,0700.HK,7.7851,HKG,USDCAD=X,CADUSD=X,2050-12-31,0.578,C,0.01,0.01,0.2,10749,29.44931506849315,0700.HK,1,7291,United States,501231,00000,578,0700.HK501231C00000578,0700.HK,0.7974482178688049,6.201553821563721,4.122722148895264,0.6751000285148621,6.874899864196777,87.94000244140625,0.7296000123023987,1.253999948501587,0.16121099889278412,,1.4805799722671509,0.1453240066766739,0.011365000158548355,1.3697199821472168,446.0,0.3524941188199232,HKD,0.001308148000228849,445.4250078144821,-4.63321928266578e-06,0.9999953667807173,0.9999953667807173,445.4250078144821,7290.96621919821,417691.6075275079,2.5201570149480842e-08,-0.025,-11.15,-86.80346281865887,-632884.0474108418,2.552066216154095e-189,7.338928625956237e-96
262,TENCENT HOLDINGS LTD,TCEHY US Equity,Equity,Communication Services,Purchase,4422,97.17,77.0,429927,0.0152,USD,2021-04-07,2021-04-08,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TENCENT,TENCENT,0700.HK,7.7851,HKG,USDCAD=X,CADUSD=X,2050-12-31,0.77,C,0.01,0.01,0.2,10860,29.753424657534246,0700.HK,1,4422,United States,501231,00000,770,0700.HK501231C00000770,0700.HK,0.7954563498497009,6.184529781341553,4.451976776123047,0.6698099970817566,6.850399971008301,87.3219985961914,0.7402999997138977,1.257140040397644,0.1616619974374771,,1.4927200078964233,0.14592699706554413,0.011446000076830387,1.3504300117492676,627.7885131835938,0.44667130984143416,HKD,0.025475075688932883,627.0462758680839,-3.5813354208019385e-05,0.999964186645792,0.999964186645792,627.0462758680839,4421.841633347693,356576.20127328637,9.828701807780446e-08,-0.025,-15.694712829589845,-122.18053299822047,-540282.316918131,2.1786554011482917e-189,6.2651181965319094e-96
263,Tencent Holdings Limited,700 HK Equity,Equity,Communication Services,Purchase,2500,100.12,621.45,250839,0.0089,HKD,2021-04-22,2021-04-23,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TENCENT,TENCENT,0700.HK,7.7851,HKG,HKDCAD=X,CADHKD=X,2050-12-31,6.214500000000001,C,0.01,0.01,0.2,10845,29.71232876712329,0700.HK,1,2500,United States,501231,00006,214500000000001,0700.HK501231C00006214500000000001,0700.HK,0.7997632622718811,6.20635986328125,4.451235771179199,0.6642000079154968,6.720200061798096,86.37999725341797,0.732699990272522,1.2503700256347656,0.16106300055980682,,1.5051699876785278,0.1487320065498352,0.011574000120162964,1.3638099431991577,619.3116455078125,0.44528779875654795,HKD,0.9534125655536907,614.0689953957253,-0.0009331704727846479,0.9990668295272154,0.9990668295272154,614.0689953957253,2497.6670738180383,198691.64242166863,2.102103708684921e-06,-0.025,-15.482791137695314,-120.42259751104781,-301056.49377761956,1.2139918995697323e-189,3.491053581225266e-96
264,Tencent Holdings Limited,700 HK Equity,Equity,Communication Services,Purchase,1300,96.66,586.0,125857,0.0045000000000000005,HKD,2020-12-18,2020-12-21,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TENCENT,TENCENT,0700.HK,7.7851,HKG,HKDCAD=X,CADHKD=X,2050-12-31,5.86,C,0.01,0.01,0.2,10970,30.054794520547944,0700.HK,1,1300,United States,501231,00005,860,0700.HK501231C00005860,0700.HK,0.785484254360199,6.0874409675598145,3.9717440605163574,0.6403999924659729,6.502999782562256,81.00700378417969,0.6948599815368652,1.2731000185012817,0.16421599686145782,,1.5610899925231934,0.15369799733161926,0.01233999989926815,1.438770055770874,578.423095703125,0.3458713293848381,HKD,0.1930961455042676,572.7737775182965,-0.0003738057857084853,0.9996261942142916,0.9996261942142916,572.7737775182965,1299.514052478579,96552.25252654082,1.2373246967016959e-06,-0.025,-14.460577392578125,-112.53495910968526,-146295.44684259084,5.899274424621047e-190,1.6964432064173573e-96
265,Tencent Holdings Limited,700 HK Equity,Equity,Communication Services,Purchase,1000,100.67,596.0,100826,0.0036,HKD,2020-11-17,2020-11-18,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TENCENT,TENCENT,0700.HK,7.7851,HKG,HKDCAD=X,CADHKD=X,2050-12-31,5.96,C,0.01,0.01,0.2,11001,30.13972602739726,0700.HK,1,1000,United States,501231,00005,960,0700.HK501231C00005960,0700.HK,0.7648007869720459,5.929417133331299,4.139410018920898,0.6448299884796143,6.587500095367432,79.947998046875,0.6977599859237671,1.3075300455093384,0.1686220020055771,,1.5505800247192383,0.1516920030117035,0.012504000216722488,1.4330099821090698,579.9190063476562,0.4145028795035324,HKD,0.6612322696938147,574.6381748508265,-0.0008140667050242693,0.9991859332949757,0.9991859332949757,574.6381748508265,999.1859332949757,74430.24670113137,2.1119393066561686e-06,-0.025,-14.497975158691407,-112.77630417534964,-112776.30417534964,4.547635495729156e-190,1.3077549519975553e-96
266,Tencent Holdings Limited,700 HK Equity,Equity,Communication Services,Purchase,700,102.66,610.0,71972,0.0026,HKD,2020-11-05,2020-11-06,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TENCENT,TENCENT,0700.HK,7.7851,HKG,HKDCAD=X,CADHKD=X,2050-12-31,6.1000000000000005,C,0.01,0.01,0.2,11013,30.172602739726027,0700.HK,1,700,United States,501231,00006,1000000000000005,0700.HK501231C000061000000000000005,0700.HK,0.7618235349655151,5.906750202178955,4.3115668296813965,0.6488999724388123,6.690400123596191,79.55799865722656,0.6943899989128113,1.3126399517059326,0.1692650020122528,,1.5399999618530273,0.14939600229263306,0.01256600022315979,1.4397599697113037,623.3007202148438,0.3887996416073322,HKD,0.4468459721793059,617.6659437358281,-0.0006068002119047649,0.9993931997880953,0.9993931997880953,617.6659437358281,699.5752398516667,56010.295416117435,1.596805924240811e-06,-0.025,-15.582518005371094,-121.23784910343944,-84866.49437240761,3.4221894841134343e-190,9.841125676688125e-97
267,TENCENT HOLDINGS LTD,TCEHY US Equity,Equity,Communication Services,Sell,-7291,72.86,57.87,-531112,-0.018799999999999997,USD,2021-10-06,2021-10-07,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,TENCENT,TENCENT,0700.HK,7.7851,HKG,USDCAD=X,CADUSD=X,2050-12-31,0.5787,C,0.01,0.01,0.2,10678,29.254794520547946,0700.HK,1,-7291,United States,501231,00000,5787,0700.HK501231C000005787,0700.HK,0.7947419881820679,6.186319828033447,4.3498430252075195,0.6848999857902527,6.945899963378906,88.59600067138672,0.7377399802207947,1.258270025253296,0.16161499917507172,,1.4590100049972534,0.1439010053873062,0.011284000240266323,1.3551599979400635,446.3999938964844,0.4597391778164261,HKD,0.024016929776276837,445.8470013272509,-4.4630753616881754e-05,0.9999553692463831,0.9999553692463831,445.8470013272509,-7290.674597175379,-418049.4914234041,1.6676030403282892e-07,-0.025,-11.15999984741211,-86.87783721568057,633426.311139527,-2.554252861477018e-189,-7.3452167206199265e-96
268,TENCENT HOLDINGS LTD,TCEHY US Equity,Equity,Communication Services,Sell,-4422,99.64,79.75,-440367,-0.015600000000000001,USD,2021-04-21,2021-04-22,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,TENCENT,TENCENT,0700.HK,7.7851,HKG,USDCAD=X,CADUSD=X,2050-12-31,0.7975,C,0.01,0.01,0.2,10846,29.715068493150685,0700.HK,1,-4422,United States,501231,00000,7975,0700.HK501231C000007975,0700.HK,0.792927086353302,6.153429985046387,4.413059234619141,0.6585999727249146,6.689799785614014,85.72000122070312,0.7262600064277649,1.2611500024795532,0.1624789983034134,,1.5175399780273438,0.14928199350833893,0.01165900006890297,1.376579999923706,607.34423828125,0.44538619850574246,HKD,0.027147120983746213,606.5762516615271,-3.937705240503494e-05,0.9999606229475949,0.9999606229475949,606.5762516615271,-4421.825874674265,-344962.873651766,1.1152329787192297e-07,-0.025,-15.18360595703125,-118.20123613652997,522685.8661957355,-2.1076987897491522e-189,-6.061069609037675e-96
269,Trip.Com Group Ltd,TCOM US Equity,Equity,Consumer Discretionary,Purchase,9585,55.03,44.11,527787,0.0187,USD,2021-03-15,2021-03-16,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TRIP.COM,TRIP.COM,TCOM,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,0.4411,C,0.01,0.01,0.2,10883,29.816438356164383,TCOM,1,9585,United States,501231,00000,4411,TCOM501231C000004411,TCOM,0.8019696474075317,6.224568843841553,4.449520111083984,0.6709920167922974,6.802700042724609,87.49199676513672,0.7452399730682373,1.2469300031661987,0.1606220006942749,,1.489959955215454,0.14692899584770203,0.011427000164985657,1.34142005443573,43.86000061035156,0.4096504565281298,USD,0.043703264559532023,43.463917119220675,-0.0007466509607854534,0.9992533490392146,0.9992533490392146,43.463917119220675,9577.843350540872,420084.2152005743,2.623408135146683e-05,-0.025,-1.0965000152587892,-1.0956813128462153,-10502.105383630973,4.234909768654015e-191,7.3809672415906046e-96
270,Trip.Com Group Ltd,TCOM US Equity,Equity,Consumer Discretionary,Sell,-9585,44.99,36.55,-430847,-0.015300000000000001,USD,2021-06-23,2021-06-24,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,TRIP.COM,TRIP.COM,TCOM,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,0.3655,C,0.01,0.01,0.2,10783,29.542465753424658,TCOM,1,-9585,United States,501231,00000,3655,TCOM501231C000003655,TCOM,0.8123477101325989,6.3076701164245605,4.0256547927856445,0.6804670095443726,6.887599945068359,89.87699890136719,0.7455999851226807,1.2309999465942383,0.15851199626922607,,1.4688999652862549,0.14511799812316895,0.011125000193715096,1.3399800062179565,36.4900016784668,0.3599741611054369,USD,0.015061542068408845,36.140641404264045,-0.00043011076201375525,0.9995698892379863,0.9995698892379863,36.140641404264045,-9580.877388346098,-349606.2319819337,2.165105788201658e-05,-0.025,-0.9122500419616699,-0.9118576736147918,8740.155801597779,-3.524414375181926e-191,-6.142654382961092e-96
271,Biogen Inc.,BIIB US Equity,Equity,Health Care,Purchase,1074,491.05,405.37,527440,0.0187,USD,2021-06-09,2021-06-10,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,BIOGEN,BIOGEN,BIIB,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,4.0537,C,0.01,0.01,0.2,10797,29.58082191780822,BIIB,1,1074,United States,501231,00004,0537,BIIB501231C000040537,BIIB,0.8256683349609375,6.404791831970215,4.155406951904297,0.6781200170516968,6.827400207519531,90.36699676513672,0.7403600215911865,1.2111400365829468,0.15609799325466156,,1.47406005859375,0.14626100659370422,0.01106099970638752,1.350350022315979,406.94000244140625,0.5912641743641648,USD,1.8214903425930704,404.7197662438101,-0.0011748021473553195,0.9988251978526447,0.9988251978526447,404.7197662438101,1072.7382624937404,436540.1111581926,2.9824734266118286e-06,-0.025,-10.173500061035156,-10.16154821136258,-10913.502779003411,4.400803252371772e-191,7.670100764344397e-96
272,Pinduoduo Inc.,PDD US Equity,Equity,Consumer Discretionary,Purchase,5253,99.73,79.2,523955,0.018600000000000002,USD,2021-07-27,2021-07-28,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,PINDUODUO,PINDUODUO,PDD,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,0.792,C,0.01,0.01,0.2,10749,29.44931506849315,PDD,1,5253,United States,501231,00000,792,PDD501231C00000792,PDD,0.7974482178688049,6.201553821563721,4.122722148895264,0.6751000285148621,6.874899864196777,87.94000244140625,0.7296000123023987,1.253999948501587,0.16121099889278412,,1.4805799722671509,0.1453240066766739,0.011365000158548355,1.3697199821472168,79.52999877929688,0.5912758487137015,USD,0.3536537255061518,79.09398145956715,-0.0011759310296179763,0.998824068970382,0.998824068970382,79.09398145956715,5246.822834301417,417279.8136071787,1.5307944385911524e-05,-0.025,-1.988249969482422,-1.9859119248816273,-10431.995341403188,4.2066383228947706e-191,7.331693320923924e-96
273,23Andme Holding Co,VGAC US Equity,Equity,Health Care,Purchase,36815,13.66,11.05,504075,0.0179,USD,2021-06-17,2021-06-18,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,23ANDME,23ANDME,ME,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,0.11050000000000001,C,0.01,0.01,0.2,10789,29.55890410958904,ME,1,36815,United States,501231,00000,11050000000000001,ME501231C0000011050000000000001,ME,0.8144648671150208,6.322124004364014,4.115149974822998,0.678600013256073,6.888800144195557,90.20800018310547,0.7399899959564209,1.2278000116348267,0.15814900398254395,,1.4727200269699097,0.14509199559688568,0.011080999858677387,1.3510299921035767,13.319999694824219,0.5147491589525692,USD,0.029158102909893513,13.238983941364642,-0.0009270978485821817,0.9990729021514179,0.9990729021514179,13.238983941364642,36780.86889270445,489921.1624261929,8.426042374852642e-05,-0.025,-0.3329999923706055,-0.3326912699762207,-12248.029104174566,4.938942831489126e-191,8.608016964177462e-96
274,23Andme Holding Co,VGAC US Equity,Equity,Health Care,Purchase,24818,9.84,7.8,244945,0.0087,USD,2021-08-17,2021-08-18,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,23ANDME,23ANDME,ME,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,0.078,C,0.01,0.01,0.2,10728,29.39178082191781,ME,1,24818,United States,501231,00000,078,ME501231C00000078,ME,0.7955702543258667,6.191089153289795,4.182275772094727,0.6751000285148621,6.878799915313721,86.91899871826172,0.7254999876022339,1.2569600343704224,0.16148200631141663,,1.4806100130081177,0.1452929973602295,0.011497000232338905,1.377269983291626,8.25,0.5983587139871165,USD,0.035430727433039676,8.207659646741346,-0.0011074618262060518,0.998892538173794,0.998892538173794,8.207659646741346,24790.51501239722,204521.74885227706,0.00013815955958424694,-0.025,-0.20625000000000002,-0.20602158796680162,-5113.043770160082,2.0618036306849677e-191,3.59348976669051e-96
275,"Tal Education Group, Adr",TAL US Equity,Equity,Consumer Discretionary,Purchase,59191,8.09,6.43,480103,0.017,USD,2021-07-23,2021-07-26,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.0643,C,0.01,0.01,0.2,10753,29.46027397260274,TAL,1,59191,United States,501231,00000,0643,TAL501231C000000643,TAL,0.7959248423576355,6.184430122375488,4.136877059936523,0.676010012626648,6.908100128173828,87.65899658203125,0.731469988822937,1.2563999891281128,0.1616639941930771,,1.4790899753570557,0.14468799531459808,0.011402999982237816,1.3667800426483154,6.0,2.238676809507914,USD,0.06411084847940637,5.999999999282522,-5.629079101023631e-11,0.9999999999437093,0.9999999999437093,5.999999999282522,59190.99999666809,355145.9999800086,5.09387225821302e-12,-0.025,-0.15000000000000002,-0.14999999999155642,-8878.649999500216,3.580261313502798e-191,6.239989261636025e-96
276,"Tal Education Group, Adr",TAL US Equity,Equity,Consumer Discretionary,Purchase,6553,63.61,50.58,417194,0.0148,USD,2021-03-26,2021-03-29,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.5058,C,0.01,0.01,0.2,10872,29.786301369863015,TAL,1,6553,United States,501231,00000,5058,TAL501231C000005058,TAL,0.793537437915802,6.164017200469971,4.479690074920654,0.673740029335022,6.857999801635742,86.62999725341797,0.7454400062561035,1.2601799964904785,0.1622070074081421,,1.4840500354766846,0.14571499824523926,0.011540000326931477,1.3411600589752197,56.20000076293945,0.5462683848528886,USD,0.17418835826632953,55.86989347076635,-0.0010643137583443367,0.9989356862416556,0.9989356862416556,55.86989347076635,6546.02555194157,367886.64101333736,2.127830954867575e-05,-0.025,-1.4050000190734864,-1.4035046585407809,-9197.166027417737,3.7087009538251294e-191,6.463844980801681e-96
277,"Tal Education Group, Adr",TAL US Equity,Equity,Consumer Discretionary,Purchase,12870,26.3,21.14,338943,0.012,USD,2021-06-18,2021-06-21,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.2114,C,0.01,0.01,0.2,10788,29.556164383561644,TAL,1,12870,United States,501231,00000,2114,TAL501231C000002114,TAL,0.8100314736366272,6.28877592086792,4.054112911224365,0.67985999584198,6.923999786376953,89.36000061035156,0.7432500123977661,1.2345199584960938,0.15898799896240234,,1.4706799983978271,0.1443600058555603,0.01118599995970726,1.3451100587844849,22.3799991607666,0.8879231539300153,USD,0.18708562774850127,22.356308683379034,-0.000362378135127104,0.9996376218648729,0.9996376218648729,22.356308683379034,12865.336193400915,287926.2132112927,1.2204411731058763e-05,-0.025,-0.559499979019165,-0.5592972285018325,-7198.155330818584,2.902612115689253e-191,5.058923593911028e-96
278,"Tal Education Group, Adr",TAL US Equity,Equity,Consumer Discretionary,Purchase,4011,45.64,37.83,183220,0.006500000000000001,USD,2021-05-24,2021-05-26,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.37829999999999997,C,0.01,0.01,0.2,10813,29.624657534246577,TAL,1,4011,United States,501231,00000,37829999999999997,TAL501231C0000037829999999999997,TAL,0.8287063837051392,6.43271017074585,4.439081192016602,0.6798999905586243,6.891200065612793,90.24099731445312,0.7434399724006653,1.2066999673843384,0.1554269939661026,,1.4696999788284302,0.14499199390411377,0.011075999587774277,1.3446500301361084,35.56999969482422,0.7220348546522343,USD,0.2661902342832423,35.45900897152116,-0.0008985490341522011,0.9991014509658478,0.9991014509658478,35.45900897152116,4007.3959198240154,142543.07164518005,2.1833155698958025e-05,-0.025,-0.8892499923706055,-0.8884509578607879,-3563.5767919796203,1.436990547745347e-191,2.5045114866466377e-96
279,"Tal Education Group, Adr",TAL US Equity,Equity,Consumer Discretionary,Purchase,5000,31.87,25.0,159401,0.005699999999999999,USD,2021-07-19,2021-07-22,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.25,C,0.01,0.01,0.2,10757,29.471232876712328,TAL,1,5000,United States,501231,00000,250,TAL501231C00000250,TAL,0.7925876975059509,6.1560750007629395,4.054891109466553,0.6704999804496765,6.877500057220459,87.06999969482422,0.7279099822044373,1.2616900205612183,0.16241300106048584,,1.4900000095367432,0.14532899856567383,0.011478999629616737,1.3734300136566162,18.700000762939453,0.9082720823497419,USD,0.2275146272759812,18.678251086411166,-0.00041728990371576227,0.9995827100962842,0.9995827100962842,18.678251086411166,4997.913550481421,93460.987207108,1.6300537668499665e-05,-0.025,-0.4675000190734864,-0.4673049360976492,-2336.5246804882463,9.421892880187241e-192,1.642129030277926e-96
280,"Tal Education Group, Adr",TAL US Equity,Equity,Consumer Discretionary,Purchase,4208,24.98,20.01,105186,0.0037,USD,2021-07-07,2021-07-08,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TAL,TAL,TAL,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.20010000000000003,C,0.01,0.01,0.2,10769,29.504109589041096,TAL,1,4208,United States,501231,00000,20010000000000003,TAL501231C0000020010000000000003,TAL,0.8026906251907349,6.233610153198242,4.169074058532715,0.678879976272583,6.897200107574463,88.77400207519531,0.7418000102043152,1.2458100318908691,0.16038799285888672,,1.47284996509552,0.14491599798202515,0.011258999817073345,1.3470799922943115,19.40999984741211,0.9191150006177243,USD,0.18187882721317505,19.392368181786335,-0.00032110011816763074,0.9996788998818323,0.9996788998818323,19.392368181786335,4206.648810702751,81651.05277385672,1.2159566318325017e-05,-0.025,-0.48524999618530273,-0.4850941823900601,-2041.276319497373,8.231321920874468e-192,1.4346260201123552e-96
281,"Tal Education Group, Adr",TAL US Equity,Equity,Consumer Discretionary,Sell,-53916,5.94,4.82,-318672,-0.0113,USD,2021-10-20,2021-10-21,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,TAL,TAL,TAL,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.04820000000000001,C,0.01,0.01,0.2,10664,29.216438356164385,TAL,1,-53916,United States,501231,00000,04820000000000001,TAL501231C0000004820000000000001,TAL,0.8094544410705566,6.292119979858398,4.517083168029785,0.6955000162124634,6.980400085449219,92.66999816894531,0.7466999888420105,1.2353999614715576,0.15889699757099152,,1.4370100498199463,0.14316099882125854,0.010781999677419662,1.3383100032806396,4.909999847412109,2.334332666568213,USD,0.048059382156478696,4.9099998472839985,-1.2321839156473683e-11,0.9999999999876782,0.9999999999876782,4.9099998472839985,-53915.999999335654,-264727.55176980933,1.3562858252327452e-12,-0.025,-0.12274999618530275,-0.12274999618379025,6618.188794245235,-2.668744156693612e-191,-4.651318275852161e-96
282,"Tal Education Group, Adr",TAL US Equity,Equity,Consumer Discretionary,Sell,-37917,6.74,5.38,-254423,-0.009000000000000001,USD,2021-08-13,2021-08-16,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,TAL,TAL,TAL,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.0538,C,0.01,0.01,0.2,10732,29.4027397260274,TAL,1,-37917,United States,501231,00000,0538,TAL501231C000000538,TAL,0.7987220883369446,6.214913845062256,4.193212985992432,0.6805099844932556,6.934800148010254,88.17500305175781,0.7372599840164185,1.2519999742507935,0.1608780026435852,,1.4693100452423096,0.1441120058298111,0.01133699994534254,1.3561300039291382,5.480000019073486,2.350453470907637,USD,0.053642045494068036,5.4800000189788625,-8.163507652797074e-12,0.9999999999918365,0.9999999999918365,5.4800000189788625,-37916.999999690466,-207785.16072151312,8.0393525514878e-13,-0.025,-0.13700000047683716,-0.13700000047571878,5194.629018037829,-2.0947023829441147e-191,-3.650828593599654e-96
283,Manchester United Plc,MANU US Equity,Equity,Consumer Discretionary,Purchase,20679,22.24,17.75,460663,0.0163,USD,2021-04-19,2021-04-20,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,MANCHESTER,MANCHESTER,MANU,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.1775,C,0.01,0.01,0.2,10848,29.720547945205478,MANU,1,20679,United States,501231,00000,1775,MANU501231C000001775,MANU,0.7988751530647278,6.207240104675293,4.46457576751709,0.6673300266265869,6.7453999519348145,86.83999633789062,0.7352799773216248,1.2517600059509277,0.16106699407100677,,1.4981800317764282,0.14817899465560913,0.011509000323712826,1.3595999479293823,17.15581512451172,0.38781097722300495,USD,0.012790760737089598,16.99163264181241,-0.000639603172465874,0.9993603968275341,0.9993603968275341,16.99163264181241,20665.773645996578,354538.1920757238,6.15227298273617e-05,-0.025,-0.428895378112793,-0.4286210560799905,-8863.454818678123,3.574133949764833e-191,6.2293099500399826e-96
